int	int	DTItemNum	int	int	int	int	int	int	int	int	int	string
1002095	95	2:208626	0	0	0	100	32	0	32	0	0	
1002096	96	2:210888	0	0	0	100	0	65	0	0	32	
1002097	97	2:213063	0	0	0	100	33	0	33	0	0	
1002098	98	2:215238	0	0	0	100	0	66	0	0	33	
1002099	99	2:217413	0	0	0	100	33	0	33	0	0	
1002100	100	2:292784	0	250	10	105	0	67	0	0	33	
1002101	101	2:295800	0	0	0	105	34	0	34	0	0	
1002102	102	2:298700	0	0	0	105	0	69	0	0	34	
1002103	103	2:301600	0	0	0	105	34	0	34	0	0	
1002104	104	2:304500	0	0	0	105	0	70	0	0	35	
1002105	105	2:307516	0	0	0	110	35	0	35	0	0	
1002106	106	2:310416	0	0	0	110	0	71	0	0	35	
1002107	107	2:313316	0	0	0	110	36	0	36	0	0	
1002108	108	2:316216	0	0	0	110	0	72	0	0	36	
1002109	109	2:319232	0	0	0	110	36	0	36	0	0	
1002110	110	2:322132	0	250	10	115	0	74	0	0	37	
1002111	111	2:325032	0	0	0	115	37	0	37	0	0	
1002112	112	2:327932	0	0	0	115	0	75	0	0	37	
1002113	113	2:330948	0	0	0	115	37	0	37	0	0	
1002114	114	2:333848	0	0	0	115	0	76	0	0	38	
1002115	115	2:336748	0	0	0	120	38	0	38	0	0	
1002116	116	2:339648	0	0	0	120	0	77	0	0	38	
1002117	117	2:342664	0	0	0	120	39	0	39	0	0	
1002118	118	2:345564	0	0	0	120	0	79	0	0	39	
1002119	119	2:348464	0	0	0	120	39	0	39	0	0	
1002120	120	2:439205	0	250	10	125	0	80	0	0	40	
1002121	121	2:442975	0	0	0	125	40	0	40	0	0	
1002122	122	2:446600	0	0	0	125	0	81	0	0	40	
1002123	123	2:450225	0	0	0	125	41	0	41	0	0	
1002124	124	2:453850	0	0	0	125	0	82	0	0	41	
1002125	125	2:457475	0	0	0	130	41	0	41	0	0	
1002126	126	2:461245	0	0	0	130	0	83	0	0	41	
1002127	127	2:464870	0	0	0	130	42	0	42	0	0	
1002128	128	2:468495	0	0	0	130	0	85	0	0	42	
1002129	129	2:472120	0	0	0	130	42	0	42	0	0	
1002130	130	2:475890	0	250	10	135	0	86	0	0	43	
1002131	131	2:479515	0	0	0	135	43	0	43	0	0	
1002132	132	2:483140	0	0	0	135	0	87	0	0	43	
1002133	133	2:486765	0	0	0	135	44	0	44	0	0	
1002134	134	2:490535	0	0	0	135	0	88	0	0	44	
1002135	135	2:494160	0	0	0	140	44	0	44	0	0	
1002136	136	2:497785	0	0	0	140	0	90	0	0	45	
1002137	137	2:501410	0	0	0	140	45	0	45	0	0	
1002138	138	2:505180	0	0	0	140	0	91	0	0	45	
1002139	139	2:508805	0	0	0	140	45	0	45	0	0	
1002140	140	2:614916	0	250	10	145	0	92	0	0	46	
1002141	141	2:619266	0	0	0	145	46	0	46	0	0	
1002142	142	2:623790	0	0	0	145	0	93	0	0	46	
1002143	143	2:628140	0	0	0	145	47	0	47	0	0	
1002144	144	2:632490	0	0	0	145	0	95	0	0	47	
1002145	145	2:636840	0	0	0	150	47	0	47	0	0	
1002146	146	2:641364	0	0	0	150	0	96	0	0	48	
1002147	147	2:645714	0	0	0	150	48	0	48	0	0	
1002148	148	2:650064	0	0	0	150	0	97	0	0	48	
1002149	149	2:654414	0	0	0	150	49	0	49	0	0	
1002150	150	2:658764	0	250	10	155	0	98	0	0	49	
1002151	151	2:663288	0	0	0	155	49	0	49	0	0	
1002152	152	2:667638	0	0	0	155	0	100	0	0	50	
1002153	153	2:671988	0	0	0	155	50	0	50	0	0	
1002154	154	2:676338	0	0	0	155	0	101	0	0	50	
1002155	155	2:680862	0	0	0	160	50	0	50	0	0	
1002156	156	2:685212	0	0	0	160	0	102	0	0	51	
1002157	157	2:689562	0	0	0	160	51	0	51	0	0	
1002158	158	2:693912	0	0	0	160	0	103	0	0	51	
1002159	159	2:698436	0	0	0	160	52	0	52	0	0	
1002160	160	2:819917	0	250	10	165	0	104	0	0	52	
1002161	161	2:824992	0	0	0	165	52	0	52	0	0	
1002162	162	2:830067	0	0	0	165	0	106	0	0	53	
1002163	163	2:835345	0	0	0	165	53	0	53	0	0	
1002164	164	2:840420	0	0	0	165	0	107	0	0	53	
1002165	165	2:845495	0	0	0	170	54	0	54	0	0	
1002166	166	2:850570	0	0	0	170	0	108	0	0	54	
1002167	167	2:855848	0	0	0	170	54	0	54	0	0	
1002168	168	2:860923	0	0	0	170	0	109	0	0	54	
1002169	169	2:865998	0	0	0	170	55	0	55	0	0	
1002170	170	2:871073	0	250	10	175	0	111	0	0	55	
1002171	171	2:876351	0	0	0	175	55	0	55	0	0	
1002172	172	2:881426	0	0	0	175	0	112	0	0	56	
1002173	173	2:886501	0	0	0	175	56	0	56	0	0	
1002174	174	2:891576	0	0	0	175	0	113	0	0	56	
1002175	175	2:896651	0	0	0	180	57	0	57	0	0	
1002176	176	2:901929	0	0	0	180	0	114	0	0	57	
1002177	177	2:907004	0	0	0	180	57	0	57	0	0	
1002178	178	2:912079	0	0	0	180	0	116	0	0	58	
1002179	179	2:917154	0	0	0	180	58	0	58	0	0	
1002180	180	2:1054208	0	250	10	185	0	117	0	0	58	
1002181	181	2:1060008	0	0	0	185	58	0	58	0	0	
1002182	182	2:1065808	0	0	0	185	0	118	0	0	59	
1002183	183	2:1071608	0	0	0	185	59	0	59	0	0	
1002184	184	2:1077640	0	0	0	185	0	119	0	0	59	
1002185	185	2:1083440	0	0	0	190	60	0	60	0	0	
1002186	186	2:1089240	0	0	0	190	0	120	0	0	60	
1002187	187	2:1095040	0	0	0	190	60	0	60	0	0	
1002188	188	2:1101072	0	0	0	190	0	122	0	0	61	
1002189	189	2:1106872	0	0	0	190	61	0	61	0	0	
1002190	190	2:1112672	0	250	10	195	0	123	0	0	61	
1002191	191	2:1118472	0	0	0	195	62	0	62	0	0	
1002192	192	2:1124504	0	0	0	195	0	124	0	0	62	
1002193	193	2:1130304	0	0	0	195	62	0	62	0	0	
1002194	194	2:1136104	0	0	0	195	0	125	0	0	62	
1002195	195	2:1141904	0	0	0	200	63	0	63	0	0	
1002196	196	2:1147936	0	0	0	200	0	127	0	0	63	
1002197	197	2:1153736	0	0	0	200	63	0	63	0	0	
1002198	198	2:1159536	0	0	0	200	0	128	0	0	64	
1002199	199	2:1165336	0	0	0	200	64	0	64	0	0	
1002200	200	2:1317528	0	250	10	205	0	129	0	0	64	
1002201	201	2:1324314	0	0	0	205	65	0	65	0	0	
1002202	202	2:1330839	0	0	0	205	0	130	0	0	65	
1002203	203	2:1337364	0	0	0	205	65	0	65	0	0	
1002204	204	2:1343889	0	0	0	205	0	132	0	0	66	
1002205	205	2:1350675	0	0	0	210	66	0	66	0	0	
1002206	206	2:1357200	0	0	0	210	0	133	0	0	66	
1002207	207	2:1363725	0	0	0	210	66	0	66	0	0	
1002208	208	2:1370250	0	0	0	210	0	134	0	0	67	
1002209	209	2:1377036	0	0	0	210	67	0	67	0	0	
1002210	210	2:1383561	0	250	10	215	0	135	0	0	67	
1002211	211	2:1390086	0	0	0	215	68	0	68	0	0	
1002212	212	2:1396611	0	0	0	215	0	137	0	0	68	
1002213	213	2:1403397	0	0	0	215	68	0	68	0	0	
1002214	214	2:1409922	0	0	0	215	0	138	0	0	69	
1002215	215	2:1416447	0	0	0	220	69	0	69	0	0	
1002216	216	2:1422972	0	0	0	220	0	139	0	0	69	
1002217	217	2:1429758	0	0	0	220	70	0	70	0	0	
1002218	218	2:1436283	0	0	0	220	0	140	0	0	70	
1002219	219	2:1442808	0	0	0	220	70	0	70	0	0	
1002220	220	2:1610370	0	250	10	225	0	141	0	0	70	
1002221	221	2:1617910	0	0	0	225	71	0	71	0	0	
1002222	222	2:1625160	0	0	0	225	0	143	0	0	71	
1002223	223	2:1632410	0	0	0	225	71	0	71	0	0	
1002224	224	2:1639660	0	0	0	225	0	144	0	0	72	
1002225	225	2:1646910	0	0	0	230	72	0	72	0	0	
1002226	226	2:1654450	0	0	0	230	0	145	0	0	72	
1002227	227	2:1661700	0	0	0	230	73	0	73	0	0	
1002228	228	2:1668950	0	0	0	230	0	146	0	0	73	
1002229	229	2:1676200	0	0	0	230	73	0	73	0	0	
1002230	230	2:1683740	0	250	10	235	0	148	0	0	74	
1002231	231	2:1690990	0	0	0	235	74	0	74	0	0	
1002232	232	2:1698240	0	0	0	235	0	149	0	0	74	
1002233	233	2:1705490	0	0	0	235	75	0	75	0	0	
1002234	234	2:1713030	0	0	0	235	0	150	0	0	75	
1002235	235	2:1720280	0	0	0	240	75	0	75	0	0	
1002236	236	2:1727530	0	0	0	240	0	151	0	0	75	
1002237	237	2:1734780	0	0	0	240	76	0	76	0	0	
1002238	238	2:1742320	0	0	0	240	0	153	0	0	76	
1002239	239	2:1749570	0	0	0	240	76	0	76	0	0	
1002240	240	2:1932502	0	250	10	245	0	154	0	0	77	
1002241	241	2:1940477	0	0	0	245	77	0	77	0	0	
1002242	242	2:1948771	0	0	0	245	0	155	0	0	77	
1002243	243	2:1956746	0	0	0	245	78	0	78	0	0	
1002244	244	2:1964721	0	0	0	245	0	156	0	0	78	
1002245	245	2:1972696	0	0	0	250	78	0	78	0	0	
1002246	246	2:1980990	0	0	0	250	0	158	0	0	79	
1002247	247	2:1988965	0	0	0	250	79	0	79	0	0	
1002248	248	2:1996940	0	0	0	250	0	159	0	0	79	
1002249	249	2:2004915	0	0	0	250	79	0	79	0	0	
1002250	250	2:2012890	0	250	10	255	0	160	0	0	80	
1002251	251	2:2021184	0	0	0	255	80	0	80	0	0	
1002252	252	2:2029159	0	0	0	255	0	161	0	0	80	
1002253	253	2:2037134	0	0	0	255	81	0	81	0	0	
1002254	254	2:2045109	0	0	0	255	0	162	0	0	81	
1002255	255	2:2053403	0	0	0	260	81	0	81	0	0	
1002256	256	2:2061378	0	0	0	260	0	164	0	0	82	
1002257	257	2:2069353	0	0	0	260	82	0	82	0	0	
1002258	258	2:2077328	0	0	0	260	0	165	0	0	82	
1002259	259	2:2085622	0	0	0	260	83	0	83	0	0	
1002260	260	2:2283924	0	250	10	265	0	166	0	0	83	
1002261	261	2:2292624	0	0	0	265	83	0	83	0	0	
1002262	262	2:2301324	0	0	0	265	0	167	0	0	83	
1002263	263	2:2310372	0	0	0	265	84	0	84	0	0	
1002264	264	2:2319072	0	0	0	265	0	169	0	0	84	
1002265	265	2:2327772	0	0	0	270	84	0	84	0	0	
1002266	266	2:2336472	0	0	0	270	0	170	0	0	85	
1002267	267	2:2345520	0	0	0	270	85	0	85	0	0	
1002268	268	2:2354220	0	0	0	270	0	171	0	0	85	
1002269	269	2:2362920	0	0	0	270	86	0	86	0	0	
1002270	270	2:2371620	0	250	10	275	0	172	0	0	86	
1002271	271	2:2380668	0	0	0	275	86	0	86	0	0	
1002272	272	2:2389368	0	0	0	275	0	174	0	0	87	
1002273	273	2:2398068	0	0	0	275	87	0	87	0	0	
1002274	274	2:2406768	0	0	0	275	0	175	0	0	87	
1002275	275	2:2415468	0	0	0	280	87	0	87	0	0	
1002276	276	2:2424516	0	0	0	280	0	176	0	0	88	
1002277	277	2:2433216	0	0	0	280	88	0	88	0	0	
1002278	278	2:2441916	0	0	0	280	0	177	0	0	88	
1002279	279	2:2450616	0	0	0	280	89	0	89	0	0	
1002280	280	2:2664636	0	250	10	285	0	179	0	0	89	
1002281	281	2:2674061	0	0	0	285	89	0	89	0	0	
1002282	282	2:2683486	0	0	0	285	0	180	0	0	90	
1002283	283	2:2692911	0	0	0	285	90	0	90	0	0	
1002284	284	2:2702713	0	0	0	285	0	181	0	0	90	
1002285	285	2:2712138	0	0	0	290	91	0	91	0	0	
1002286	286	2:2721563	0	0	0	290	0	182	0	0	91	
1002287	287	2:2730988	0	0	0	290	91	0	91	0	0	
1002288	288	2:2740790	0	0	0	290	0	183	0	0	91	
1002289	289	2:2750215	0	0	0	290	92	0	92	0	0	
1002290	290	2:2759640	0	250	10	295	0	185	0	0	92	
1002291	291	2:2769065	0	0	0	295	92	0	92	0	0	
1002292	292	2:2778867	0	0	0	295	0	186	0	0	93	
1002293	293	2:2788292	0	0	0	295	93	0	93	0	0	
1002294	294	2:2797717	0	0	0	295	0	187	0	0	93	
1002295	295	2:2807142	0	0	0	300	94	0	94	0	0	
1002296	296	2:2816944	0	0	0	300	0	188	0	0	94	
1002297	297	2:2826369	0	0	0	300	94	0	94	0	0	
1002298	298	2:2835794	0	0	0	300	0	190	0	0	95	
1002299	299	2:2845219	0	0	0	300	95	0	95	0	0	
1002300	300	2:3074232	0	250	10	305	0	191	0	0	95	
1002301	301	2:3084788	0	0	0	305	95	0	95	0	0	
1002302	302	2:3094938	0	0	0	305	0	192	0	0	96	
1002303	303	2:3105088	0	0	0	305	96	0	96	0	0	
1002304	304	2:3115238	0	0	0	305	0	193	0	0	96	
1002305	305	2:3125794	0	0	0	310	97	0	97	0	0	
1002306	306	2:3135944	0	0	0	310	0	195	0	0	97	
1002307	307	2:3146094	0	0	0	310	97	0	97	0	0	
1002308	308	2:3156244	0	0	0	310	0	196	0	0	98	
1002309	309	2:3166800	0	0	0	310	98	0	98	0	0	
1002310	310	2:3176950	0	250	10	315	0	197	0	0	98	
1002311	311	2:3187100	0	0	0	315	99	0	99	0	0	
1002312	312	2:3197250	0	0	0	315	0	198	0	0	99	
1002313	313	2:3207806	0	0	0	315	99	0	99	0	0	
1002314	314	2:3217956	0	0	0	315	0	200	0	0	100	
1002315	315	2:3228106	0	0	0	320	100	0	100	0	0	
1002316	316	2:3238256	0	0	0	320	0	201	0	0	100	
1002317	317	2:3248812	0	0	0	320	100	0	100	0	0	
1002318	318	2:3258962	0	0	0	320	0	202	0	0	101	
1002319	319	2:3269112	0	0	0	320	101	0	101	0	0	
1002320	320	2:3513495	0	250	10	325	0	203	0	0	101	
1002321	321	2:3524805	0	0	0	325	102	0	102	0	0	
1002322	322	2:3535680	0	0	0	325	0	204	0	0	102	
1002323	323	2:3546555	0	0	0	325	102	0	102	0	0	
1002324	324	2:3557430	0	0	0	325	0	206	0	0	103	
1002325	325	2:3568305	0	0	0	330	103	0	103	0	0	
1002326	326	2:3579615	0	0	0	330	0	207	0	0	103	
1002327	327	2:3590490	0	0	0	330	104	0	104	0	0	
1002328	328	2:3601365	0	0	0	330	0	208	0	0	104	
1002329	329	2:3612240	0	0	0	330	104	0	104	0	0	
1002330	330	2:3623550	0	250	10	335	0	209	0	0	104	
1002331	331	2:3634425	0	0	0	335	105	0	105	0	0	
1002332	332	2:3645300	0	0	0	335	0	211	0	0	105	
1002333	333	2:3656175	0	0	0	335	105	0	105	0	0	
1002334	334	2:3667485	0	0	0	335	0	212	0	0	106	
1002335	335	2:3678360	0	0	0	340	106	0	106	0	0	
1002336	336	2:3689235	0	0	0	340	0	213	0	0	106	
1002337	337	2:3700110	0	0	0	340	107	0	107	0	0	
1002338	338	2:3711420	0	0	0	340	0	214	0	0	107	
1002339	339	2:3722295	0	0	0	340	107	0	107	0	0	
1002340	340	2:3982048	0	250	10	345	0	216	0	0	108	
1002341	341	2:3993648	0	0	0	345	108	0	108	0	0	
1002342	342	2:4005712	0	0	0	345	0	217	0	0	108	
1002343	343	2:4017312	0	0	0	345	108	0	108	0	0	
1002344	344	2:4028912	0	0	0	345	0	218	0	0	109	
1002345	345	2:4040512	0	0	0	350	109	0	109	0	0	
1002346	346	2:4052576	0	0	0	350	0	219	0	0	109	
1002347	347	2:4064176	0	0	0	350	110	0	110	0	0	
1002348	348	2:4075776	0	0	0	350	0	220	0	0	110	
1002349	349	2:4087376	0	0	0	350	110	0	110	0	0	
1002350	350	2:4098976	0	250	10	355	0	222	0	0	111	
1002351	351	2:4111040	0	0	0	355	111	0	111	0	0	
1002352	352	2:4122640	0	0	0	355	0	223	0	0	111	
1002353	353	2:4134240	0	0	0	355	112	0	112	0	0	
1002354	354	2:4145840	0	0	0	355	0	224	0	0	112	
1002355	355	2:4157904	0	0	0	360	112	0	112	0	0	
1002356	356	2:4169504	0	0	0	360	0	225	0	0	112	
1002357	357	2:4181104	0	0	0	360	113	0	113	0	0	
1002358	358	2:4192704	0	0	0	360	0	227	0	0	113	
1002359	359	2:4204768	0	0	0	360	113	0	113	0	0	
1002360	360	2:4479891	0	250	10	360	0	227	0	0	113	
1003001	1	2:260	1	0	0	5	6	0	3	0	0	
1003002	2	2:510	1	0	0	5	0	3	0	3	0	
1003003	3	2:760	1	0	0	5	8	0	4	0	0	
1003004	4	2:1010	1	0	0	5	0	4	0	4	0	
1003005	5	2:1270	1	0	0	10	9	0	4	0	0	
1003006	6	2:1520	1	0	0	10	0	4	0	4	0	
1003007	7	2:1770	1	0	0	10	10	0	5	0	0	
1003008	8	2:2020	1	0	0	10	0	5	0	5	0	
1003009	9	2:2280	1	0	0	10	11	0	5	0	0	
1003010	10	2:2530	1	250	10	15	0	6	0	6	0	
1003011	11	2:2780	1	0	0	15	12	0	6	0	0	
1003012	12	2:3030	1	0	0	15	0	6	0	6	0	
1003013	13	2:3290	1	0	0	15	14	0	7	0	0	
1003014	14	2:3540	1	0	0	15	0	7	0	7	0	
1003015	15	2:3790	1	0	0	20	15	0	7	0	0	
1003016	16	2:4040	1	0	0	20	0	8	0	8	0	
1003017	17	2:4300	1	0	0	20	16	0	8	0	0	
1003018	18	2:4550	1	0	0	20	0	8	0	8	0	
1003019	19	2:4800	1	0	0	20	17	0	8	0	0	
1003020	20	2:5050	1	250	10	25	0	9	0	9	0	
1003021	21	2:5310	1	0	0	25	19	0	9	0	0	
1003022	22	2:5560	1	0	0	25	0	9	0	9	0	
1003023	23	2:5810	1	0	0	25	20	0	10	0	0	
1003024	24	2:6060	1	0	0	25	0	10	0	10	0	
1003025	25	2:6310	1	0	0	30	21	0	10	0	0	
1003026	26	2:6570	1	0	0	30	0	11	0	11	0	
1003027	27	2:6820	1	0	0	30	22	0	11	0	0	
1003028	28	2:7070	1	0	0	30	0	11	0	11	0	
1003029	29	2:7320	1	0	0	30	24	0	12	0	0	
1003030	30	2:21982	1	250	10	35	0	12	0	12	0	
1003031	31	2:22707	1	0	0	35	25	0	12	0	0	
1003032	32	2:23432	1	0	0	35	0	12	0	12	0	
1003033	33	2:24157	1	0	0	35	26	0	13	0	0	
1003034	34	2:24911	1	0	0	35	0	13	0	13	0	
1003035	35	2:25636	1	0	0	40	27	0	13	0	0	
1003036	36	2:26361	1	0	0	40	0	14	0	14	0	
1003037	37	2:27086	1	0	0	40	29	0	14	0	0	
1003038	38	2:27840	1	0	0	40	0	14	0	14	0	
1003039	39	2:28565	1	0	0	40	30	0	15	0	0	
1003040	40	2:29290	1	250	10	45	0	15	0	15	0	
1003041	41	2:30015	1	0	0	45	31	0	15	0	0	
1003042	42	2:30769	1	0	0	45	0	16	0	16	0	
1003043	43	2:31494	1	0	0	45	32	0	16	0	0	
1003044	44	2:32219	1	0	0	45	0	16	0	16	0	
1003045	45	2:32944	1	0	0	50	33	0	16	0	0	
1003046	46	2:33698	1	0	0	50	0	17	0	17	0	
1003047	47	2:34423	1	0	0	50	35	0	17	0	0	
1003048	48	2:35148	1	0	0	50	0	17	0	17	0	
1003049	49	2:35873	1	0	0	50	36	0	18	0	0	
1003050	50	2:36598	1	250	10	55	0	18	0	18	0	
1003051	51	2:37352	1	0	0	55	37	0	18	0	0	
1003052	52	2:38077	1	0	0	55	0	19	0	19	0	
1003053	53	2:38802	1	0	0	55	38	0	19	0	0	
1003054	54	2:39527	1	0	0	55	0	19	0	19	0	
1003055	55	2:40281	1	0	0	60	40	0	20	0	0	
1003056	56	2:41006	1	0	0	60	0	20	0	20	0	
1003057	57	2:41731	1	0	0	60	41	0	20	0	0	
1003058	58	2:42456	1	0	0	60	0	20	0	20	0	
1003059	59	2:43210	1	0	0	60	42	0	21	0	0	
1003060	60	2:87870	1	250	10	65	0	21	0	21	0	
1003061	61	2:89320	1	0	0	65	43	0	21	0	0	
1003062	62	2:90770	1	0	0	65	0	22	0	22	0	
1003063	63	2:92278	1	0	0	65	45	0	22	0	0	
1003064	64	2:93728	1	0	0	65	0	22	0	22	0	
1003065	65	2:95178	1	0	0	70	46	0	23	0	0	
1003066	66	2:96628	1	0	0	70	0	23	0	23	0	
1003067	67	2:98136	1	0	0	70	47	0	23	0	0	
1003068	68	2:99586	1	0	0	70	0	24	0	24	0	
1003069	69	2:101036	1	0	0	70	48	0	24	0	0	
1003070	70	2:102486	1	250	10	75	0	24	0	24	0	
1003071	71	2:103994	0	0	0	75	50	0	25	0	0	
1003072	72	2:105444	0	0	0	75	0	25	0	25	0	
1003073	73	2:106894	0	0	0	75	51	0	25	0	0	
1003074	74	2:108344	0	0	0	75	0	25	0	25	0	
1003075	75	2:109794	0	0	0	80	52	0	26	0	0	
1003076	76	2:111302	0	0	0	80	0	26	0	26	0	
1003077	77	2:112752	0	0	0	80	53	0	26	0	0	
1003078	78	2:114202	0	0	0	80	0	27	0	27	0	
1003079	79	2:115652	0	0	0	80	54	0	27	0	0	
1003080	80	2:175740	0	250	10	85	0	27	0	27	0	
1003081	81	2:177915	0	0	0	85	56	0	28	0	0	
1003082	82	2:180090	0	0	0	85	0	28	0	28	0	
1003083	83	2:182265	0	0	0	85	57	0	28	0	0	
1003084	84	2:184527	0	0	0	85	0	29	0	29	0	
1003085	85	2:186702	0	0	0	90	58	0	29	0	0	
1003086	86	2:188877	0	0	0	90	0	29	0	29	0	
1003087	87	2:191052	0	0	0	90	59	0	29	0	0	
1003088	88	2:193314	0	0	0	90	0	30	0	30	0	
1003089	89	2:195489	0	0	0	90	61	0	30	0	0	
1003090	90	2:197664	0	250	10	95	0	30	0	30	0	
1003091	91	2:199839	0	0	0	95	62	0	31	0	0	
1003092	92	2:202101	0	0	0	95	0	31	0	31	0	
1003093	93	2:204276	0	0	0	95	63	0	31	0	0	
1003094	94	2:206451	0	0	0	95	0	32	0	32	0	
1003095	95	2:208626	0	0	0	100	64	0	32	0	0	
1003096	96	2:210888	0	0	0	100	0	32	0	32	0	
1003097	97	2:213063	0	0	0	100	66	0	33	0	0	
1003098	98	2:215238	0	0	0	100	0	33	0	33	0	
1003099	99	2:217413	0	0	0	100	67	0	33	0	0	
1003100	100	2:292784	0	250	10	105	0	33	0	33	0	
1003101	101	2:295800	0	0	0	105	68	0	34	0	0	
1003102	102	2:298700	0	0	0	105	0	34	0	34	0	
1003103	103	2:301600	0	0	0	105	69	0	34	0	0	
1003104	104	2:304500	0	0	0	105	0	35	0	35	0	
1003105	105	2:307516	0	0	0	110	70	0	35	0	0	
1003106	106	2:310416	0	0	0	110	0	35	0	35	0	
1003107	107	2:313316	0	0	0	110	72	0	36	0	0	
1003108	108	2:316216	0	0	0	110	0	36	0	36	0	
1003109	109	2:319232	0	0	0	110	73	0	36	0	0	
1003110	110	2:322132	0	250	10	115	0	37	0	37	0	
1003111	111	2:325032	0	0	0	115	74	0	37	0	0	
1003112	112	2:327932	0	0	0	115	0	37	0	37	0	
1003113	113	2:330948	0	0	0	115	75	0	37	0	0	
1003114	114	2:333848	0	0	0	115	0	38	0	38	0	
1003115	115	2:336748	0	0	0	120	77	0	38	0	0	
1003116	116	2:339648	0	0	0	120	0	38	0	38	0	
1003117	117	2:342664	0	0	0	120	78	0	39	0	0	
1003118	118	2:345564	0	0	0	120	0	39	0	39	0	
1003119	119	2:348464	0	0	0	120	79	0	39	0	0	
1003120	120	2:439205	0	250	10	125	0	40	0	40	0	
1003121	121	2:442975	0	0	0	125	80	0	40	0	0	
1003122	122	2:446600	0	0	0	125	0	40	0	40	0	
1003123	123	2:450225	0	0	0	125	82	0	41	0	0	
1003124	124	2:453850	0	0	0	125	0	41	0	41	0	
1003125	125	2:457475	0	0	0	130	83	0	41	0	0	
1003126	126	2:461245	0	0	0	130	0	41	0	41	0	
1003127	127	2:464870	0	0	0	130	84	0	42	0	0	
1003128	128	2:468495	0	0	0	130	0	42	0	42	0	
1003129	129	2:472120	0	0	0	130	85	0	42	0	0	
1003130	130	2:475890	0	250	10	135	0	43	0	43	0	
1003131	131	2:479515	0	0	0	135	87	0	43	0	0	
1003132	132	2:483140	0	0	0	135	0	43	0	43	0	
1003133	133	2:486765	0	0	0	135	88	0	44	0	0	
1003134	134	2:490535	0	0	0	135	0	44	0	44	0	
1003135	135	2:494160	0	0	0	140	89	0	44	0	0	
1003136	136	2:497785	0	0	0	140	0	45	0	45	0	
1003137	137	2:501410	0	0	0	140	90	0	45	0	0	
1003138	138	2:505180	0	0	0	140	0	45	0	45	0	
1003139	139	2:508805	0	0	0	140	91	0	45	0	0	
1003140	140	2:614916	0	250	10	145	0	46	0	46	0	
1003141	141	2:619266	0	0	0	145	93	0	46	0	0	
1003142	142	2:623790	0	0	0	145	0	46	0	46	0	
1003143	143	2:628140	0	0	0	145	94	0	47	0	0	
1003144	144	2:632490	0	0	0	145	0	47	0	47	0	
1003145	145	2:636840	0	0	0	150	95	0	47	0	0	
1003146	146	2:641364	0	0	0	150	0	48	0	48	0	
1003147	147	2:645714	0	0	0	150	96	0	48	0	0	
1003148	148	2:650064	0	0	0	150	0	48	0	48	0	
1003149	149	2:654414	0	0	0	150	98	0	49	0	0	
1003150	150	2:658764	0	250	10	155	0	49	0	49	0	
1003151	151	2:663288	0	0	0	155	99	0	49	0	0	
1003152	152	2:667638	0	0	0	155	0	50	0	50	0	
1003153	153	2:671988	0	0	0	155	100	0	50	0	0	
1003154	154	2:676338	0	0	0	155	0	50	0	50	0	
1003155	155	2:680862	0	0	0	160	101	0	50	0	0	
1003156	156	2:685212	0	0	0	160	0	51	0	51	0	
1003157	157	2:689562	0	0	0	160	103	0	51	0	0	
1003158	158	2:693912	0	0	0	160	0	51	0	51	0	
1003159	159	2:698436	0	0	0	160	104	0	52	0	0	
1003160	160	2:819917	0	250	10	165	0	52	0	52	0	
1003161	161	2:824992	0	0	0	165	105	0	52	0	0	
1003162	162	2:830067	0	0	0	165	0	53	0	53	0	
1003163	163	2:835345	0	0	0	165	106	0	53	0	0	
1003164	164	2:840420	0	0	0	165	0	53	0	53	0	
1003165	165	2:845495	0	0	0	170	108	0	54	0	0	
1003166	166	2:850570	0	0	0	170	0	54	0	54	0	
1003167	167	2:855848	0	0	0	170	109	0	54	0	0	
1003168	168	2:860923	0	0	0	170	0	54	0	54	0	
1003169	169	2:865998	0	0	0	170	110	0	55	0	0	
1003170	170	2:871073	0	250	10	175	0	55	0	55	0	
1003171	171	2:876351	0	0	0	175	111	0	55	0	0	
1003172	172	2:881426	0	0	0	175	0	56	0	56	0	
1003173	173	2:886501	0	0	0	175	112	0	56	0	0	
1003174	174	2:891576	0	0	0	175	0	56	0	56	0	
1003175	175	2:896651	0	0	0	180	114	0	57	0	0	
1003176	176	2:901929	0	0	0	180	0	57	0	57	0	
1003177	177	2:907004	0	0	0	180	115	0	57	0	0	
1003178	178	2:912079	0	0	0	180	0	58	0	58	0	
1003179	179	2:917154	0	0	0	180	116	0	58	0	0	
1003180	180	2:1054208	0	250	10	185	0	58	0	58	0	
1003181	181	2:1060008	0	0	0	185	117	0	58	0	0	
1003182	182	2:1065808	0	0	0	185	0	59	0	59	0	
1003183	183	2:1071608	0	0	0	185	119	0	59	0	0	
1003184	184	2:1077640	0	0	0	185	0	59	0	59	0	
1003185	185	2:1083440	0	0	0	190	120	0	60	0	0	
1003186	186	2:1089240	0	0	0	190	0	60	0	60	0	
1003187	187	2:1095040	0	0	0	190	121	0	60	0	0	
1003188	188	2:1101072	0	0	0	190	0	61	0	61	0	
1003189	189	2:1106872	0	0	0	190	122	0	61	0	0	
1003190	190	2:1112672	0	250	10	195	0	61	0	61	0	
1003191	191	2:1118472	0	0	0	195	124	0	62	0	0	
1003192	192	2:1124504	0	0	0	195	0	62	0	62	0	
1003193	193	2:1130304	0	0	0	195	125	0	62	0	0	
