int	int	int	int	int	int	int	int	string
100201031	1	31	6104	25	1175	1601	15	
100201032	1	32	6104	25	1175	1601	15	
100201033	1	33	6104	25	1175	1601	15	
100201034	1	34	6104	25	1175	1601	15	
100201035	1	35	6104	25	1175	1601	15	
100201036	1	36	6104	25	1175	1601	15	
100201037	1	37	6104	25	1175	1601	15	
100201038	1	38	6104	25	1175	1601	15	
100201039	1	39	6104	25	1175	1601	15	
100201040	1	40	6104	25	1175	1601	15	
100201041	1	41	6104	30	1175	1601	15	
100201042	1	42	6104	30	1175	1601	15	
100201043	1	43	6104	30	1175	1601	15	
100201044	1	44	6104	30	1175	1601	15	
100201045	1	45	6104	30	1175	1601	15	
100201046	1	46	6104	30	1175	1601	15	
100201047	1	47	6104	30	1175	1601	15	
100201048	1	48	6104	30	1175	1601	15	
100201049	1	49	6104	30	1175	1601	15	
100201050	1	50	6104	30	1175	1601	15	
100201051	1	51	6204	40	2675	1601	15	
100201052	1	52	6204	40	2675	1601	15	
100201053	1	53	6204	40	2675	1601	15	
100201054	1	54	6204	40	2675	1601	15	
100201055	1	55	6204	40	2675	1601	15	
100201056	1	56	6204	45	2675	1601	15	
100201057	1	57	6204	45	2675	1601	15	
100201058	1	58	6204	45	2675	1601	15	
100201059	1	59	6204	45	2675	1601	15	
100201060	1	60	6204	45	2675	1601	15	
100201061	1	61	6204	55	2675	1601	15	
100201062	1	62	6204	55	2675	1601	15	
100201063	1	63	6204	55	2675	1601	15	
100201064	1	64	6204	55	2675	1601	15	
100201065	1	65	6204	55	2675	1601	15	
100201066	1	66	6204	55	2675	1601	15	
100201067	1	67	6204	55	2675	1601	15	
100201068	1	68	6204	55	2675	1601	15	
100201069	1	69	6204	55	2675	1601	15	
100201070	1	70	6204	55	2675	1601	15	
100201071	1	71	6204	55	2675	1601	15	
100201072	1	72	6204	55	2675	1601	15	
100201073	1	73	6204	55	2675	1601	15	
100201074	1	74	6204	55	2675	1601	15	
100201075	1	75	6204	55	2675	1601	15	
100201076	1	76	6204	55	2675	1601	15	
100201077	1	77	6204	55	2675	1601	15	
100201078	1	78	6204	55	2675	1601	15	
100201079	1	79	6204	55	2675	1601	15	
100201080	1	80	6204	55	2675	1601	15	
100201081	1	81	6204	55	2675	1601	15	
100201082	1	82	6204	55	2675	1601	15	
100201083	1	83	6204	55	2675	1601	15	
100201084	1	84	6204	55	2675	1601	15	
100201085	1	85	6204	55	2675	1601	15	
100201086	1	86	6204	55	2675	1601	15	
100201087	1	87	6204	55	2675	1601	15	
100201088	1	88	6204	55	2675	1601	15	
100201089	1	89	6204	55	2675	1601	15	
100201090	1	90	6204	55	2675	1601	15	
100201091	1	91	6204	60	2675	1601	15	
100201092	1	92	6204	60	2675	1601	15	
100201093	1	93	6204	60	2675	1601	15	
100201094	1	94	6204	60	2675	1601	15	
100201095	1	95	6204	60	2675	1601	15	
100201096	1	96	6204	60	2675	1601	15	
100201097	1	97	6204	60	2675	1601	15	
100201098	1	98	6204	60	2675	1601	15	
100201099	1	99	6204	60	2675	1601	15	
100201100	1	100	6204	60	2675	1601	15	
100201101	1	101	6304	70	4175	1601	15	
100201102	1	102	6304	70	4175	1601	15	
100201103	1	103	6304	70	4175	1601	15	
100201104	1	104	6304	70	4175	1601	15	
100201105	1	105	6304	70	4175	1601	15	
100201106	1	106	6304	75	4175	1601	15	
100201107	1	107	6304	75	4175	1601	15	
100201108	1	108	6304	75	4175	1601	15	
100201109	1	109	6304	75	4175	1601	15	
100201110	1	110	6304	75	4175	1601	15	
100201111	1	111	6304	85	4175	1601	15	
100201112	1	112	6304	85	4175	1601	15	
100201113	1	113	6304	85	4175	1601	15	
100201114	1	114	6304	85	4175	1601	15	
100201115	1	115	6304	85	4175	1601	15	
100201116	1	116	6304	85	4175	1601	15	
100201117	1	117	6304	85	4175	1601	15	
100201118	1	118	6304	85	4175	1601	15	
100201119	1	119	6304	85	4175	1601	15	
100201120	1	120	6304	85	4175	1601	15	
100201121	1	121	6304	85	4175	1601	15	
100201122	1	122	6304	85	4175	1601	15	
100201123	1	123	6304	85	4175	1601	15	
100201124	1	124	6304	85	4175	1601	15	
100201125	1	125	6304	85	4175	1601	15	
100201126	1	126	6304	85	4175	1601	15	
100201127	1	127	6304	85	4175	1601	15	
100201128	1	128	6304	85	4175	1601	15	
100201129	1	129	6304	85	4175	1601	15	
100201130	1	130	6304	85	4175	1601	15	
100201131	1	131	6304	85	4175	1601	15	
100201132	1	132	6304	85	4175	1601	15	
100201133	1	133	6304	85	4175	1601	15	
100201134	1	134	6304	85	4175	1601	15	
100201135	1	135	6304	85	4175	1601	15	
100201136	1	136	6304	85	4175	1601	15	
100201137	1	137	6304	85	4175	1601	15	
100201138	1	138	6304	85	4175	1601	15	
100201139	1	139	6304	85	4175	1601	15	
100201140	1	140	6304	85	4175	1601	15	
100201141	1	141	6304	90	4175	1601	15	
100201142	1	142	6304	90	4175	1601	15	
100201143	1	143	6304	90	4175	1601	15	
100201144	1	144	6304	90	4175	1601	15	
100201145	1	145	6304	90	4175	1601	15	
100201146	1	146	6304	90	4175	1601	15	
100201147	1	147	6304	90	4175	1601	15	
100201148	1	148	6304	90	4175	1601	15	
100201149	1	149	6304	90	4175	1601	15	
100201150	1	150	6304	90	4175	1601	15	
100202001	2	1	6109	10	1175	1601	15	
100202002	2	2	6109	10	1175	1601	15	
100202003	2	3	6109	10	1175	1601	15	
100202004	2	4	6109	10	1175	1601	15	
100202005	2	5	6109	10	1175	1601	15	
100202006	2	6	6109	15	1175	1601	15	
100202007	2	7	6109	15	1175	1601	15	
100202008	2	8	6109	15	1175	1601	15	
100202009	2	9	6109	15	1175	1601	15	
100202010	2	10	6109	15	1175	1601	15	
100202011	2	11	6109	25	1175	1601	15	
100202012	2	12	6109	25	1175	1601	15	
100202013	2	13	6109	25	1175	1601	15	
100202014	2	14	6109	25	1175	1601	15	
100202015	2	15	6109	25	1175	1601	15	
100202016	2	16	6109	25	1175	1601	15	
100202017	2	17	6109	25	1175	1601	15	
100202018	2	18	6109	25	1175	1601	15	
100202019	2	19	6109	25	1175	1601	15	
100202020	2	20	6109	25	1175	1601	15	
100202021	2	21	6109	25	1175	1601	15	
100202022	2	22	6109	25	1175	1601	15	
100202023	2	23	6109	25	1175	1601	15	
100202024	2	24	6109	25	1175	1601	15	
100202025	2	25	6109	25	1175	1601	15	
100202026	2	26	6109	25	1175	1601	15	
100202027	2	27	6109	25	1175	1601	15	
100202028	2	28	6109	25	1175	1601	15	
100202029	2	29	6109	25	1175	1601	15	
100202030	2	30	6109	25	1175	1601	15	
100202031	2	31	6109	25	1175	1601	15	
100202032	2	32	6109	25	1175	1601	15	
100202033	2	33	6109	25	1175	1601	15	
100202034	2	34	6109	25	1175	1601	15	
100202035	2	35	6109	25	1175	1601	15	
100202036	2	36	6109	25	1175	1601	15	
100202037	2	37	6109	25	1175	1601	15	
100202038	2	38	6109	25	1175	1601	15	
100202039	2	39	6109	25	1175	1601	15	
100202040	2	40	6109	25	1175	1601	15	
100202041	2	41	6109	30	1175	1601	15	
100202042	2	42	6109	30	1175	1601	15	
100202043	2	43	6109	30	1175	1601	15	
100202044	2	44	6109	30	1175	1601	15	
100202045	2	45	6109	30	1175	1601	15	
100202046	2	46	6109	30	1175	1601	15	
100202047	2	47	6109	30	1175	1601	15	
100202048	2	48	6109	30	1175	1601	15	
100202049	2	49	6109	30	1175	1601	15	
100202050	2	50	6109	30	1175	1601	15	
100202051	2	51	6209	40	2675	1601	15	
100202052	2	52	6209	40	2675	1601	15	
100202053	2	53	6209	40	2675	1601	15	
100202054	2	54	6209	40	2675	1601	15	
100202055	2	55	6209	40	2675	1601	15	
100202056	2	56	6209	45	2675	1601	15	
100202057	2	57	6209	45	2675	1601	15	
100202058	2	58	6209	45	2675	1601	15	
100202059	2	59	6209	45	2675	1601	15	
100202060	2	60	6209	45	2675	1601	15	
100202061	2	61	6209	55	2675	1601	15	
100202062	2	62	6209	55	2675	1601	15	
100202063	2	63	6209	55	2675	1601	15	
100202064	2	64	6209	55	2675	1601	15	
100202065	2	65	6209	55	2675	1601	15	
100202066	2	66	6209	55	2675	1601	15	
100202067	2	67	6209	55	2675	1601	15	
100202068	2	68	6209	55	2675	1601	15	
100202069	2	69	6209	55	2675	1601	15	
100202070	2	70	6209	55	2675	1601	15	
100202071	2	71	6209	55	2675	1601	15	
100202072	2	72	6209	55	2675	1601	15	
100202073	2	73	6209	55	2675	1601	15	
100202074	2	74	6209	55	2675	1601	15	
100202075	2	75	6209	55	2675	1601	15	
100202076	2	76	6209	55	2675	1601	15	
100202077	2	77	6209	55	2675	1601	15	
100202078	2	78	6209	55	2675	1601	15	
100202079	2	79	6209	55	2675	1601	15	
100202080	2	80	6209	55	2675	1601	15	
100202081	2	81	6209	55	2675	1601	15	
100202082	2	82	6209	55	2675	1601	15	
100202083	2	83	6209	55	2675	1601	15	
100202084	2	84	6209	55	2675	1601	15	
100202085	2	85	6209	55	2675	1601	15	
100202086	2	86	6209	55	2675	1601	15	
100202087	2	87	6209	55	2675	1601	15	
100202088	2	88	6209	55	2675	1601	15	
100202089	2	89	6209	55	2675	1601	15	
100202090	2	90	6209	55	2675	1601	15	
100202091	2	91	6209	60	2675	1601	15	
100202092	2	92	6209	60	2675	1601	15	
100202093	2	93	6209	60	2675	1601	15	
100202094	2	94	6209	60	2675	1601	15	
100202095	2	95	6209	60	2675	1601	15	
100202096	2	96	6209	60	2675	1601	15	
100202097	2	97	6209	60	2675	1601	15	
100202098	2	98	6209	60	2675	1601	15	
100202099	2	99	6209	60	2675	1601	15	
100202100	2	100	6209	60	2675	1601	15	
100202101	2	101	6309	70	4175	1601	15	
100202102	2	102	6309	70	4175	1601	15	
100202103	2	103	6309	70	4175	1601	15	
100202104	2	104	6309	70	4175	1601	15	
100202105	2	105	6309	70	4175	1601	15	
100202106	2	106	6309	75	4175	1601	15	
100202107	2	107	6309	75	4175	1601	15	
100202108	2	108	6309	75	4175	1601	15	
100202109	2	109	6309	75	4175	1601	15	
100202110	2	110	6309	75	4175	1601	15	
100202111	2	111	6309	85	4175	1601	15	
100202112	2	112	6309	85	4175	1601	15	
100202113	2	113	6309	85	4175	1601	15	
100202114	2	114	6309	85	4175	1601	15	
100202115	2	115	6309	85	4175	1601	15	
100202116	2	116	6309	85	4175	1601	15	
100202117	2	117	6309	85	4175	1601	15	
100202118	2	118	6309	85	4175	1601	15	
100202119	2	119	6309	85	4175	1601	15	
100202120	2	120	6309	85	4175	1601	15	
100202121	2	121	6309	85	4175	1601	15	
100202122	2	122	6309	85	4175	1601	15	
100202123	2	123	6309	85	4175	1601	15	
100202124	2	124	6309	85	4175	1601	15	
100202125	2	125	6309	85	4175	1601	15	
100202126	2	126	6309	85	4175	1601	15	
100202127	2	127	6309	85	4175	1601	15	
100202128	2	128	6309	85	4175	1601	15	
100202129	2	129	6309	85	4175	1601	15	
100202130	2	130	6309	85	4175	1601	15	
100202131	2	131	6309	85	4175	1601	15	
100202132	2	132	6309	85	4175	1601	15	
100202133	2	133	6309	85	4175	1601	15	
100202134	2	134	6309	85	4175	1601	15	
100202135	2	135	6309	85	4175	1601	15	
100202136	2	136	6309	85	4175	1601	15	
100202137	2	137	6309	85	4175	1601	15	
100202138	2	138	6309	85	4175	1601	15	
100202139	2	139	6309	85	4175	1601	15	
100202140	2	140	6309	85	4175	1601	15	
100202141	2	141	6309	90	4175	1601	15	
100202142	2	142	6309	90	4175	1601	15	
100202143	2	143	6309	90	4175	1601	15	
100202144	2	144	6309	90	4175	1601	15	
100202145	2	145	6309	90	4175	1601	15	
100202146	2	146	6309	90	4175	1601	15	
100202147	2	147	6309	90	4175	1601	15	
100202148	2	148	6309	90	4175	1601	15	
100202149	2	149	6309	90	4175	1601	15	
100202150	2	150	6309	90	4175	1601	15	
100203001	3	1	6106	10	1175	1601	15	
100203002	3	2	6106	10	1175	1601	15	
100203003	3	3	6106	10	1175	1601	15	
100203004	3	4	6106	10	1175	1601	15	
100203005	3	5	6106	10	1175	1601	15	
100203006	3	6	6106	15	1175	1601	15	
100203007	3	7	6106	15	1175	1601	15	
100203008	3	8	6106	15	1175	1601	15	
100203009	3	9	6106	15	1175	1601	15	
100203010	3	10	6106	15	1175	1601	15	
100203011	3	11	6106	25	1175	1601	15	
100203012	3	12	6106	25	1175	1601	15	
100203013	3	13	6106	25	1175	1601	15	
100203014	3	14	6106	25	1175	1601	15	
100203015	3	15	6106	25	1175	1601	15	
100203016	3	16	6106	25	1175	1601	15	
100203017	3	17	6106	25	1175	1601	15	
100203018	3	18	6106	25	1175	1601	15	
100203019	3	19	6106	25	1175	1601	15	
100203020	3	20	6106	25	1175	1601	15	
100203021	3	21	6106	25	1175	1601	15	
100203022	3	22	6106	25	1175	1601	15	
100203023	3	23	6106	25	1175	1601	15	
100203024	3	24	6106	25	1175	1601	15	
100203025	3	25	6106	25	1175	1601	15	
100203026	3	26	6106	25	1175	1601	15	
100203027	3	27	6106	25	1175	1601	15	
100203028	3	28	6106	25	1175	1601	15	
100203029	3	29	6106	25	1175	1601	15	
100203030	3	30	6106	25	1175	1601	15	
100203031	3	31	6106	25	1175	1601	15	
100203032	3	32	6106	25	1175	1601	15	
100203033	3	33	6106	25	1175	1601	15	
100203034	3	34	6106	25	1175	1601	15	
100203035	3	35	6106	25	1175	1601	15	
100203036	3	36	6106	25	1175	1601	15	
100203037	3	37	6106	25	1175	1601	15	
100203038	3	38	6106	25	1175	1601	15	
100203039	3	39	6106	25	1175	1601	15	
100203040	3	40	6106	25	1175	1601	15	
100203041	3	41	6106	30	1175	1601	15	
100203042	3	42	6106	30	1175	1601	15	
100203043	3	43	6106	30	1175	1601	15	
100203044	3	44	6106	30	1175	1601	15	
100203045	3	45	6106	30	1175	1601	15	
100203046	3	46	6106	30	1175	1601	15	
100203047	3	47	6106	30	1175	1601	15	
100203048	3	48	6106	30	1175	1601	15	
100203049	3	49	6106	30	1175	1601	15	
100203050	3	50	6106	30	1175	1601	15	
100203051	3	51	6206	40	2675	1601	15	
100203052	3	52	6206	40	2675	1601	15	
100203053	3	53	6206	40	2675	1601	15	
100203054	3	54	6206	40	2675	1601	15	
100203055	3	55	6206	40	2675	1601	15	
100203056	3	56	6206	45	2675	1601	15	
100203057	3	57	6206	45	2675	1601	15	
100203058	3	58	6206	45	2675	1601	15	
100203059	3	59	6206	45	2675	1601	15	
100203060	3	60	6206	45	2675	1601	15	
100203061	3	61	6206	55	2675	1601	15	
100203062	3	62	6206	55	2675	1601	15	
100203063	3	63	6206	55	2675	1601	15	
100203064	3	64	6206	55	2675	1601	15	
100203065	3	65	6206	55	2675	1601	15	
100203066	3	66	6206	55	2675	1601	15	
100203067	3	67	6206	55	2675	1601	15	
100203068	3	68	6206	55	2675	1601	15	
100203069	3	69	6206	55	2675	1601	15	
100203070	3	70	6206	55	2675	1601	15	
100203071	3	71	6206	55	2675	1601	15	
100203072	3	72	6206	55	2675	1601	15	
100203073	3	73	6206	55	2675	1601	15	
100203074	3	74	6206	55	2675	1601	15	
100203075	3	75	6206	55	2675	1601	15	
100203076	3	76	6206	55	2675	1601	15	
100203077	3	77	6206	55	2675	1601	15	
100203078	3	78	6206	55	2675	1601	15	
100203079	3	79	6206	55	2675	1601	15	
100203080	3	80	6206	55	2675	1601	15	
100203081	3	81	6206	55	2675	1601	15	
100203082	3	82	6206	55	2675	1601	15	
100203083	3	83	6206	55	2675	1601	15	
100203084	3	84	6206	55	2675	1601	15	
100203085	3	85	6206	55	2675	1601	15	
100203086	3	86	6206	55	2675	1601	15	
100203087	3	87	6206	55	2675	1601	15	
100203088	3	88	6206	55	2675	1601	15	
100203089	3	89	6206	55	2675	1601	15	
100203090	3	90	6206	55	2675	1601	15	
100203091	3	91	6206	60	2675	1601	15	
100203092	3	92	6206	60	2675	1601	15	
100203093	3	93	6206	60	2675	1601	15	
100203094	3	94	6206	60	2675	1601	15	
100203095	3	95	6206	60	2675	1601	15	
100203096	3	96	6206	60	2675	1601	15	
100203097	3	97	6206	60	2675	1601	15	
100203098	3	98	6206	60	2675	1601	15	
100203099	3	99	6206	60	2675	1601	15	
100203100	3	100	6206	60	2675	1601	15	
100203101	3	101	6306	70	4175	1601	15	
100203102	3	102	6306	70	4175	1601	15	
100203103	3	103	6306	70	4175	1601	15	
100203104	3	104	6306	70	4175	1601	15	
100203105	3	105	6306	70	4175	1601	15	
100203106	3	106	6306	75	4175	1601	15	
100203107	3	107	6306	75	4175	1601	15	
100203108	3	108	6306	75	4175	1601	15	
100203109	3	109	6306	75	4175	1601	15	
100203110	3	110	6306	75	4175	1601	15	
100203111	3	111	6306	85	4175	1601	15	
100203112	3	112	6306	85	4175	1601	15	
100203113	3	113	6306	85	4175	1601	15	
100203114	3	114	6306	85	4175	1601	15	
100203115	3	115	6306	85	4175	1601	15	
100203116	3	116	6306	85	4175	1601	15	
100203117	3	117	6306	85	4175	1601	15	
100203118	3	118	6306	85	4175	1601	15	
100203119	3	119	6306	85	4175	1601	15	
100203120	3	120	6306	85	4175	1601	15	
100203121	3	121	6306	85	4175	1601	15	
100203122	3	122	6306	85	4175	1601	15	
100203123	3	123	6306	85	4175	1601	15	
100203124	3	124	6306	85	4175	1601	15	
100203125	3	125	6306	85	4175	1601	15	
100203126	3	126	6306	85	4175	1601	15	
100203127	3	127	6306	85	4175	1601	15	
100203128	3	128	6306	85	4175	1601	15	
100203129	3	129	6306	85	4175	1601	15	
100203130	3	130	6306	85	4175	1601	15	
100203131	3	131	6306	85	4175	1601	15	
100203132	3	132	6306	85	4175	1601	15	
100203133	3	133	6306	85	4175	1601	15	
100203134	3	134	6306	85	4175	1601	15	
100203135	3	135	6306	85	4175	1601	15	
100203136	3	136	6306	85	4175	1601	15	
100203137	3	137	6306	85	4175	1601	15	
100203138	3	138	6306	85	4175	1601	15	
100203139	3	139	6306	85	4175	1601	15	
100203140	3	140	6306	85	4175	1601	15	
100203141	3	141	6306	90	4175	1601	15	
100203142	3	142	6306	90	4175	1601	15	
100203143	3	143	6306	90	4175	1601	15	
100203144	3	144	6306	90	4175	1601	15	
100203145	3	145	6306	90	4175	1601	15	
100203146	3	146	6306	90	4175	1601	15	
100203147	3	147	6306	90	4175	1601	15	
100203148	3	148	6306	90	4175	1601	15	
100203149	3	149	6306	90	4175	1601	15	
100203150	3	150	6306	90	4175	1601	15	
100204001	4	1	6101	10	1175	1603	15	
100204002	4	2	6101	10	1175	1603	15	
100204003	4	3	6101	10	1175	1603	15	
100204004	4	4	6101	10	1175	1603	15	
100204005	4	5	6101	10	1175	1603	15	
100204006	4	6	6101	15	1175	1603	15	
100204007	4	7	6101	15	1175	1603	15	
100204008	4	8	6101	15	1175	1603	15	
100204009	4	9	6101	15	1175	1603	15	
100204010	4	10	6101	15	1175	1603	15	
100204011	4	11	6101	25	1175	1603	15	
100204012	4	12	6101	25	1175	1603	15	
100204013	4	13	6101	25	1175	1603	15	
100204014	4	14	6101	25	1175	1603	15	
100204015	4	15	6101	25	1175	1603	15	
100204016	4	16	6101	25	1175	1603	15	
100204017	4	17	6101	25	1175	1603	15	
100204018	4	18	6101	25	1175	1603	15	
100204019	4	19	6101	25	1175	1603	15	
100204020	4	20	6101	25	1175	1603	15	
100204021	4	21	6101	25	1175	1603	15	
100204022	4	22	6101	25	1175	1603	15	
100204023	4	23	6101	25	1175	1603	15	
100204024	4	24	6101	25	1175	1603	15	
100204025	4	25	6101	25	1175	1603	15	
100204026	4	26	6101	25	1175	1603	15	
100204027	4	27	6101	25	1175	1603	15	
100204028	4	28	6101	25	1175	1603	15	
100204029	4	29	6101	25	1175	1603	15	
100204030	4	30	6101	25	1175	1603	15	
100204031	4	31	6101	25	1175	1603	15	
100204032	4	32	6101	25	1175	1603	15	
100204033	4	33	6101	25	1175	1603	15	
100204034	4	34	6101	25	1175	1603	15	
100204035	4	35	6101	25	1175	1603	15	
100204036	4	36	6101	25	1175	1603	15	
100204037	4	37	6101	25	1175	1603	15	
100204038	4	38	6101	25	1175	1603	15	
100204039	4	39	6101	25	1175	1603	15	
100204040	4	40	6101	25	1175	1603	15	
100204041	4	41	6101	30	1175	1603	15	
100204042	4	42	6101	30	1175	1603	15	
100204043	4	43	6101	30	1175	1603	15	
100204044	4	44	6101	30	1175	1603	15	
100204045	4	45	6101	30	1175	1603	15	
100204046	4	46	6101	30	1175	1603	15	
100204047	4	47	6101	30	1175	1603	15	
100204048	4	48	6101	30	1175	1603	15	
100204049	4	49	6101	30	1175	1603	15	
100204050	4	50	6101	30	1175	1603	15	
100204051	4	51	6201	40	2675	1603	15	
100204052	4	52	6201	40	2675	1603	15	
100204053	4	53	6201	40	2675	1603	15	
100204054	4	54	6201	40	2675	1603	15	
100204055	4	55	6201	40	2675	1603	15	
100204056	4	56	6201	45	2675	1603	15	
100204057	4	57	6201	45	2675	1603	15	
100204058	4	58	6201	45	2675	1603	15	
100204059	4	59	6201	45	2675	1603	15	
100204060	4	60	6201	45	2675	1603	15	
100204061	4	61	6201	55	2675	1603	15	
100204062	4	62	6201	55	2675	1603	15	
100204063	4	63	6201	55	2675	1603	15	
100204064	4	64	6201	55	2675	1603	15	
100204065	4	65	6201	55	2675	1603	15	
100204066	4	66	6201	55	2675	1603	15	
100204067	4	67	6201	55	2675	1603	15	
100204068	4	68	6201	55	2675	1603	15	
100204069	4	69	6201	55	2675	1603	15	
100204070	4	70	6201	55	2675	1603	15	
100204071	4	71	6201	55	2675	1603	15	
100204072	4	72	6201	55	2675	1603	15	
100204073	4	73	6201	55	2675	1603	15	
100204074	4	74	6201	55	2675	1603	15	
100204075	4	75	6201	55	2675	1603	15	
100204076	4	76	6201	55	2675	1603	15	
100204077	4	77	6201	55	2675	1603	15	
100204078	4	78	6201	55	2675	1603	15	
100204079	4	79	6201	55	2675	1603	15	
100204080	4	80	6201	55	2675	1603	15	
100204081	4	81	6201	55	2675	1603	15	
100204082	4	82	6201	55	2675	1603	15	
100204083	4	83	6201	55	2675	1603	15	
100204084	4	84	6201	55	2675	1603	15	
100204085	4	85	6201	55	2675	1603	15	
100204086	4	86	6201	55	2675	1603	15	
100204087	4	87	6201	55	2675	1603	15	
100204088	4	88	6201	55	2675	1603	15	
100204089	4	89	6201	55	2675	1603	15	
100204090	4	90	6201	55	2675	1603	15	
100204091	4	91	6201	60	2675	1603	15	
100204092	4	92	6201	60	2675	1603	15	
100204093	4	93	6201	60	2675	1603	15	
100204094	4	94	6201	60	2675	1603	15	
100204095	4	95	6201	60	2675	1603	15	
100204096	4	96	6201	60	2675	1603	15	
100204097	4	97	6201	60	2675	1603	15	
100204098	4	98	6201	60	2675	1603	15	
100204099	4	99	6201	60	2675	1603	15	
100204100	4	100	6201	60	2675	1603	15	
100204101	4	101	6301	70	4175	1603	15	
100204102	4	102	6301	70	4175	1603	15	
100204103	4	103	6301	70	4175	1603	15	
100204104	4	104	6301	70	4175	1603	15	
100204105	4	105	6301	70	4175	1603	15	
100204106	4	106	6301	75	4175	1603	15	
100204107	4	107	6301	75	4175	1603	15	
100204108	4	108	6301	75	4175	1603	15	
100204109	4	109	6301	75	4175	1603	15	
100204110	4	110	6301	75	4175	1603	15	
100204111	4	111	6301	85	4175	1603	15	
100204112	4	112	6301	85	4175	1603	15	
100204113	4	113	6301	85	4175	1603	15	
100204114	4	114	6301	85	4175	1603	15	
100204115	4	115	6301	85	4175	1603	15	
100204116	4	116	6301	85	4175	1603	15	
100204117	4	117	6301	85	4175	1603	15	
100204118	4	118	6301	85	4175	1603	15	
100204119	4	119	6301	85	4175	1603	15	
100204120	4	120	6301	85	4175	1603	15	
100204121	4	121	6301	85	4175	1603	15	
100204122	4	122	6301	85	4175	1603	15	
100204123	4	123	6301	85	4175	1603	15	
100204124	4	124	6301	85	4175	1603	15	
100204125	4	125	6301	85	4175	1603	15	
100204126	4	126	6301	85	4175	1603	15	
100204127	4	127	6301	85	4175	1603	15	
100204128	4	128	6301	85	4175	1603	15	
100204129	4	129	6301	85	4175	1603	15	
100204130	4	130	6301	85	4175	1603	15	
100204131	4	131	6301	85	4175	1603	15	
100204132	4	132	6301	85	4175	1603	15	
100204133	4	133	6301	85	4175	1603	15	
100204134	4	134	6301	85	4175	1603	15	
100204135	4	135	6301	85	4175	1603	15	
100204136	4	136	6301	85	4175	1603	15	
100204137	4	137	6301	85	4175	1603	15	
100204138	4	138	6301	85	4175	1603	15	
100204139	4	139	6301	85	4175	1603	15	
100204140	4	140	6301	85	4175	1603	15	
100204141	4	141	6301	90	4175	1603	15	
100204142	4	142	6301	90	4175	1603	15	
100204143	4	143	6301	90	4175	1603	15	
100204144	4	144	6301	90	4175	1603	15	
100204145	4	145	6301	90	4175	1603	15	
100204146	4	146	6301	90	4175	1603	15	
100204147	4	147	6301	90	4175	1603	15	
100204148	4	148	6301	90	4175	1603	15	
100204149	4	149	6301	90	4175	1603	15	
100204150	4	150	6301	90	4175	1603	15	
100301001	1	1	6104	10	1175	1601	15	
