int	int	int	string	DTItemNum[]	int[]	DTRandomInterval[]	string	int	string
100106702	67	2	培养2	2:490680;5004:360	1602;1603;1605	10:39;20:78;10:39	拍电影	1001	
100106703	67	3	培养3	2:490680;5004:360	1601;1603;1605	10:39;20:78;10:39	拍电影	1001	
100106704	67	4	培养4	2:490680;5004:360	1601;1602;1605	10:39;10:39;10:39	拍电影	1001	
100106801	68	1	培养1	2:497930;5004:360	1601;1602;1603	10:39;10:39;20:78	拍电影	1001	
100106802	68	2	培养2	2:497930;5004:360	1602;1603;1605	10:39;20:78;10:39	拍电影	1001	
100106803	68	3	培养3	2:497930;5004:360	1601;1603;1605	10:39;20:78;10:39	拍电影	1001	
100106804	68	4	培养4	2:497930;5004:360	1601;1602;1605	10:39;10:39;10:39	拍电影	1001	
100106901	69	1	培养1	2:505180;5004:360	1601;1602;1603	10:39;10:39;20:78	拍电影	1001	
100106902	69	2	培养2	2:505180;5004:360	1602;1603;1605	10:39;20:78;10:39	拍电影	1001	
100106903	69	3	培养3	2:505180;5004:360	1601;1603;1605	10:39;20:78;10:39	拍电影	1001	
100106904	69	4	培养4	2:505180;5004:360	1601;1602;1605	10:39;10:39;10:39	拍电影	1001	
100107001	70	1	培养1	2:512430;5004:360	1601;1602;1603	10:39;10:39;20:78	拍电影	1001	
100107002	70	2	培养2	2:512430;5004:360	1602;1603;1605	10:39;20:78;10:39	拍电影	1001	
100107003	70	3	培养3	2:512430;5004:360	1601;1603;1605	10:39;20:78;10:39	拍电影	1001	
100107004	70	4	培养4	2:512430;5004:360	1601;1602;1605	10:39;10:39;10:39	拍电影	1001	
100107101	71	1	培养1	2:519970;5004:405	1601;1602;1603	11:42;11:42;21:83	拍电影	1001	
100107102	71	2	培养2	2:519970;5004:405	1602;1603;1605	11:42;21:83;11:42	拍电影	1001	
100107103	71	3	培养3	2:519970;5004:405	1601;1603;1605	11:42;21:83;11:42	拍电影	1001	
100107104	71	4	培养4	2:519970;5004:405	1601;1602;1605	11:42;11:42;11:42	拍电影	1001	
100107201	72	1	培养1	2:527220;5004:405	1601;1602;1603	11:42;11:42;21:83	拍电影	1001	
100107202	72	2	培养2	2:527220;5004:405	1602;1603;1605	11:42;21:83;11:42	拍电影	1001	
100107203	72	3	培养3	2:527220;5004:405	1601;1603;1605	11:42;21:83;11:42	拍电影	1001	
100107204	72	4	培养4	2:527220;5004:405	1601;1602;1605	11:42;11:42;11:42	拍电影	1001	
100107301	73	1	培养1	2:534470;5004:405	1601;1602;1603	11:42;11:42;21:83	拍电影	1001	
100107302	73	2	培养2	2:534470;5004:405	1602;1603;1605	11:42;21:83;11:42	拍电影	1001	
100107303	73	3	培养3	2:534470;5004:405	1601;1603;1605	11:42;21:83;11:42	拍电影	1001	
100107304	73	4	培养4	2:534470;5004:405	1601;1602;1605	11:42;11:42;11:42	拍电影	1001	
100107401	74	1	培养1	2:541720;5004:405	1601;1602;1603	11:41;11:41;21:83	拍电影	1001	
100107402	74	2	培养2	2:541720;5004:405	1602;1603;1605	11:41;21:83;11:41	拍电影	1001	
100107403	74	3	培养3	2:541720;5004:405	1601;1603;1605	11:41;21:83;11:41	拍电影	1001	
100107404	74	4	培养4	2:541720;5004:405	1601;1602;1605	11:41;11:41;11:41	拍电影	1001	
100107501	75	1	培养1	2:548970;5004:405	1601;1602;1603	11:41;11:41;21:83	拍电影	1001	
100107502	75	2	培养2	2:548970;5004:405	1602;1603;1605	11:41;21:83;11:41	拍电影	1001	
100107503	75	3	培养3	2:548970;5004:405	1601;1603;1605	11:41;21:83;11:41	拍电影	1001	
100107504	75	4	培养4	2:548970;5004:405	1601;1602;1605	11:41;11:41;11:41	拍电影	1001	
100107601	76	1	培养1	2:556510;5004:450	1601;1602;1603	11:44;11:44;23:89	拍电影	1001	
100107602	76	2	培养2	2:556510;5004:450	1602;1603;1605	11:44;23:89;11:44	拍电影	1001	
100107603	76	3	培养3	2:556510;5004:450	1601;1603;1605	11:44;23:89;11:44	拍电影	1001	
100107604	76	4	培养4	2:556510;5004:450	1601;1602;1605	11:44;11:44;11:44	拍电影	1001	
100107701	77	1	培养1	2:563760;5004:450	1601;1602;1603	11:44;11:44;22:88	拍电影	1001	
100107702	77	2	培养2	2:563760;5004:450	1602;1603;1605	11:44;22:88;11:44	拍电影	1001	
100107703	77	3	培养3	2:563760;5004:450	1601;1603;1605	11:44;22:88;11:44	拍电影	1001	
100107704	77	4	培养4	2:563760;5004:450	1601;1602;1605	11:44;11:44;11:44	拍电影	1001	
100107801	78	1	培养1	2:571010;5004:450	1601;1602;1603	11:44;11:44;22:88	拍电影	1001	
100107802	78	2	培养2	2:571010;5004:450	1602;1603;1605	11:44;22:88;11:44	拍电影	1001	
100107803	78	3	培养3	2:571010;5004:450	1601;1603;1605	11:44;22:88;11:44	拍电影	1001	
100107804	78	4	培养4	2:571010;5004:450	1601;1602;1605	11:44;11:44;11:44	拍电影	1001	
100107901	79	1	培养1	2:578260;5004:450	1601;1602;1603	11:44;11:44;22:88	拍电影	1001	
100107902	79	2	培养2	2:578260;5004:450	1602;1603;1605	11:44;22:88;11:44	拍电影	1001	
100107903	79	3	培养3	2:578260;5004:450	1601;1603;1605	11:44;22:88;11:44	拍电影	1001	
100107904	79	4	培养4	2:578260;5004:450	1601;1602;1605	11:44;11:44;11:44	拍电影	1001	
100108001	80	1	培养1	2:878700;5004:450	1601;1602;1603	11:44;11:44;22:88	拍电影	1001	
100108002	80	2	培养2	2:878700;5004:450	1602;1603;1605	11:44;22:88;11:44	拍电影	1001	
100108003	80	3	培养3	2:878700;5004:450	1601;1603;1605	11:44;22:88;11:44	拍电影	1001	
100108004	80	4	培养4	2:878700;5004:450	1601;1602;1605	11:44;11:44;11:44	拍电影	1001	
100108101	81	1	培养1	2:889575;5004:500	1601;1602;1603	12:47;12:47;24:94	拍电影	1001	
100108102	81	2	培养2	2:889575;5004:500	1602;1603;1605	12:47;24:94;12:47	拍电影	1001	
100108103	81	3	培养3	2:889575;5004:500	1601;1603;1605	12:47;24:94;12:47	拍电影	1001	
100108104	81	4	培养4	2:889575;5004:500	1601;1602;1605	12:47;12:47;12:47	拍电影	1001	
100108201	82	1	培养1	2:900450;5004:500	1601;1602;1603	12:47;12:47;24:94	拍电影	1001	
100108202	82	2	培养2	2:900450;5004:500	1602;1603;1605	12:47;24:94;12:47	拍电影	1001	
100108203	82	3	培养3	2:900450;5004:500	1601;1603;1605	12:47;24:94;12:47	拍电影	1001	
100108204	82	4	培养4	2:900450;5004:500	1601;1602;1605	12:47;12:47;12:47	拍电影	1001	
100108301	83	1	培养1	2:911325;5004:500	1601;1602;1603	12:47;12:47;24:93	拍电影	1001	
100108302	83	2	培养2	2:911325;5004:500	1602;1603;1605	12:47;24:93;12:47	拍电影	1001	
100108303	83	3	培养3	2:911325;5004:500	1601;1603;1605	12:47;24:93;12:47	拍电影	1001	
100108304	83	4	培养4	2:911325;5004:500	1601;1602;1605	12:47;12:47;12:47	拍电影	1001	
100108401	84	1	培养1	2:922635;5004:500	1601;1602;1603	12:46;12:46;24:93	拍电影	1001	
100108402	84	2	培养2	2:922635;5004:500	1602;1603;1605	12:46;24:93;12:46	拍电影	1001	
100108403	84	3	培养3	2:922635;5004:500	1601;1603;1605	12:46;24:93;12:46	拍电影	1001	
100108404	84	4	培养4	2:922635;5004:500	1601;1602;1605	12:46;12:46;12:46	拍电影	1001	
100108501	85	1	培养1	2:933510;5004:500	1601;1602;1603	12:46;12:46;24:93	拍电影	1001	
100108502	85	2	培养2	2:933510;5004:500	1602;1603;1605	12:46;24:93;12:46	拍电影	1001	
100108503	85	3	培养3	2:933510;5004:500	1601;1603;1605	12:46;24:93;12:46	拍电影	1001	
100108504	85	4	培养4	2:933510;5004:500	1601;1602;1605	12:46;12:46;12:46	拍电影	1001	
100108601	86	1	培养1	2:944385;5004:550	1601;1602;1603	13:49;13:49;25:99	拍电影	1001	
100108602	86	2	培养2	2:944385;5004:550	1602;1603;1605	13:49;25:99;13:49	拍电影	1001	
100108603	86	3	培养3	2:944385;5004:550	1601;1603;1605	13:49;25:99;13:49	拍电影	1001	
100108604	86	4	培养4	2:944385;5004:550	1601;1602;1605	13:49;13:49;13:49	拍电影	1001	
100108701	87	1	培养1	2:955260;5004:550	1601;1602;1603	13:49;13:49;25:98	拍电影	1001	
100108702	87	2	培养2	2:955260;5004:550	1602;1603;1605	13:49;25:98;13:49	拍电影	1001	
100108703	87	3	培养3	2:955260;5004:550	1601;1603;1605	13:49;25:98;13:49	拍电影	1001	
100108704	87	4	培养4	2:955260;5004:550	1601;1602;1605	13:49;13:49;13:49	拍电影	1001	
100108801	88	1	培养1	2:966570;5004:550	1601;1602;1603	13:49;13:49;25:98	拍电影	1001	
100108802	88	2	培养2	2:966570;5004:550	1602;1603;1605	13:49;25:98;13:49	拍电影	1001	
100108803	88	3	培养3	2:966570;5004:550	1601;1603;1605	13:49;25:98;13:49	拍电影	1001	
100108804	88	4	培养4	2:966570;5004:550	1601;1602;1605	13:49;13:49;13:49	拍电影	1001	
100108901	89	1	培养1	2:977445;5004:550	1601;1602;1603	13:49;13:49;25:98	拍电影	1001	
100108902	89	2	培养2	2:977445;5004:550	1602;1603;1605	13:49;25:98;13:49	拍电影	1001	
100108903	89	3	培养3	2:977445;5004:550	1601;1603;1605	13:49;25:98;13:49	拍电影	1001	
100108904	89	4	培养4	2:977445;5004:550	1601;1602;1605	13:49;13:49;13:49	拍电影	1001	
100109001	90	1	培养1	2:988320;5004:550	1601;1602;1603	13:49;13:49;25:98	拍电影	1001	
100109002	90	2	培养2	2:988320;5004:550	1602;1603;1605	13:49;25:98;13:49	拍电影	1001	
100109003	90	3	培养3	2:988320;5004:550	1601;1603;1605	13:49;25:98;13:49	拍电影	1001	
100109004	90	4	培养4	2:988320;5004:550	1601;1602;1605	13:49;13:49;13:49	拍电影	1001	
100109101	91	1	培养1	2:999195;5004:605	1601;1602;1603	13:51;13:51;26:103	拍电影	1001	
100109102	91	2	培养2	2:999195;5004:605	1602;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109103	91	3	培养3	2:999195;5004:605	1601;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109104	91	4	培养4	2:999195;5004:605	1601;1602;1605	13:51;13:51;13:51	拍电影	1001	
100109201	92	1	培养1	2:1010505;5004:605	1601;1602;1603	13:51;13:51;26:103	拍电影	1001	
100109202	92	2	培养2	2:1010505;5004:605	1602;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109203	92	3	培养3	2:1010505;5004:605	1601;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109204	92	4	培养4	2:1010505;5004:605	1601;1602;1605	13:51;13:51;13:51	拍电影	1001	
100109301	93	1	培养1	2:1021380;5004:605	1601;1602;1603	13:51;13:51;26:103	拍电影	1001	
100109302	93	2	培养2	2:1021380;5004:605	1602;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109303	93	3	培养3	2:1021380;5004:605	1601;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109304	93	4	培养4	2:1021380;5004:605	1601;1602;1605	13:51;13:51;13:51	拍电影	1001	
100109401	94	1	培养1	2:1032255;5004:605	1601;1602;1603	13:51;13:51;26:103	拍电影	1001	
100109402	94	2	培养2	2:1032255;5004:605	1602;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109403	94	3	培养3	2:1032255;5004:605	1601;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109404	94	4	培养4	2:1032255;5004:605	1601;1602;1605	13:51;13:51;13:51	拍电影	1001	
100109501	95	1	培养1	2:1043130;5004:605	1601;1602;1603	13:51;13:51;26:103	拍电影	1001	
100109502	95	2	培养2	2:1043130;5004:605	1602;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109503	95	3	培养3	2:1043130;5004:605	1601;1603;1605	13:51;26:103;13:51	拍电影	1001	
100109504	95	4	培养4	2:1043130;5004:605	1601;1602;1605	13:51;13:51;13:51	拍电影	1001	
100109601	96	1	培养1	2:1054440;5004:660	1601;1602;1603	14:54;14:54;27:108	拍电影	1001	
100109602	96	2	培养2	2:1054440;5004:660	1602;1603;1605	14:54;27:108;14:54	拍电影	1001	
100109603	96	3	培养3	2:1054440;5004:660	1601;1603;1605	14:54;27:108;14:54	拍电影	1001	
100109604	96	4	培养4	2:1054440;5004:660	1601;1602;1605	14:54;14:54;14:54	拍电影	1001	
100109701	97	1	培养1	2:1065315;5004:660	1601;1602;1603	14:54;14:54;27:108	拍电影	1001	
100109702	97	2	培养2	2:1065315;5004:660	1602;1603;1605	14:54;27:108;14:54	拍电影	1001	
100109703	97	3	培养3	2:1065315;5004:660	1601;1603;1605	14:54;27:108;14:54	拍电影	1001	
100109704	97	4	培养4	2:1065315;5004:660	1601;1602;1605	14:54;14:54;14:54	拍电影	1001	
100109801	98	1	培养1	2:1076190;5004:660	1601;1602;1603	14:53;14:53;27:108	拍电影	1001	
100109802	98	2	培养2	2:1076190;5004:660	1602;1603;1605	14:53;27:108;14:53	拍电影	1001	
100109803	98	3	培养3	2:1076190;5004:660	1601;1603;1605	14:53;27:108;14:53	拍电影	1001	
100109804	98	4	培养4	2:1076190;5004:660	1601;1602;1605	14:53;14:53;14:53	拍电影	1001	
100109901	99	1	培养1	2:1087065;5004:660	1601;1602;1603	14:53;14:53;27:107	拍电影	1001	
100109902	99	2	培养2	2:1087065;5004:660	1602;1603;1605	14:53;27:107;14:53	拍电影	1001	
100109903	99	3	培养3	2:1087065;5004:660	1601;1603;1605	14:53;27:107;14:53	拍电影	1001	
100109904	99	4	培养4	2:1087065;5004:660	1601;1602;1605	14:53;14:53;14:53	拍电影	1001	
100110001	100	1	培养1	2:1463920;5004:660	1601;1602;1603	14:53;14:53;27:107	拍电影	1001	
100110002	100	2	培养2	2:1463920;5004:660	1602;1603;1605	14:53;27:107;14:53	拍电影	1001	
100110003	100	3	培养3	2:1463920;5004:660	1601;1603;1605	14:53;27:107;14:53	拍电影	1001	
100110004	100	4	培养4	2:1463920;5004:660	1601;1602;1605	14:53;14:53;14:53	拍电影	1001	
100200101	1	1	培养1	2:1300;5004:20	1601;1602;1603	1:2;1:4;1:2	拍电影	1001	
100200102	1	2	培养2	2:1300;5004:20	1602;1603;1605	1:4;1:2;1:2	拍电影	1001	
100200103	1	3	培养3	2:1300;5004:20	1601;1603;1605	1:2;1:2;1:2	拍电影	1001	
100200104	1	4	培养4	2:1300;5004:20	1601;1602;1605	1:2;1:4;1:2	拍电影	1001	
100200201	2	1	培养1	2:2550;5004:20	1601;1602;1603	1:2;1:4;1:2	拍电影	1001	
100200202	2	2	培养2	2:2550;5004:20	1602;1603;1605	1:4;1:2;1:2	拍电影	1001	
100200203	2	3	培养3	2:2550;5004:20	1601;1603;1605	1:2;1:2;1:2	拍电影	1001	
100200204	2	4	培养4	2:2550;5004:20	1601;1602;1605	1:2;1:4;1:2	拍电影	1001	
100200301	3	1	培养1	2:3800;5004:20	1601;1602;1603	1:2;1:4;1:2	拍电影	1001	
100200302	3	2	培养2	2:3800;5004:20	1602;1603;1605	1:4;1:2;1:2	拍电影	1001	
100200303	3	3	培养3	2:3800;5004:20	1601;1603;1605	1:2;1:2;1:2	拍电影	1001	
100200304	3	4	培养4	2:3800;5004:20	1601;1602;1605	1:2;1:4;1:2	拍电影	1001	
100200401	4	1	培养1	2:5050;5004:20	1601;1602;1603	1:2;1:4;1:2	拍电影	1001	
100200402	4	2	培养2	2:5050;5004:20	1602;1603;1605	1:4;1:2;1:2	拍电影	1001	
100200403	4	3	培养3	2:5050;5004:20	1601;1603;1605	1:2;1:2;1:2	拍电影	1001	
100200404	4	4	培养4	2:5050;5004:20	1601;1602;1605	1:2;1:4;1:2	拍电影	1001	
100200501	5	1	培养1	2:6350;5004:20	1601;1602;1603	1:2;1:4;1:2	拍电影	1001	
100200502	5	2	培养2	2:6350;5004:20	1602;1603;1605	1:4;1:2;1:2	拍电影	1001	
100200503	5	3	培养3	2:6350;5004:20	1601;1603;1605	1:2;1:2;1:2	拍电影	1001	
100200504	5	4	培养4	2:6350;5004:20	1601;1602;1605	1:2;1:4;1:2	拍电影	1001	
100200601	6	1	培养1	2:7600;5004:30	1601;1602;1603	2:5;3:10;2:5	拍电影	1001	
100200602	6	2	培养2	2:7600;5004:30	1602;1603;1605	3:10;2:5;2:5	拍电影	1001	
100200603	6	3	培养3	2:7600;5004:30	1601;1603;1605	2:5;2:5;2:5	拍电影	1001	
100200604	6	4	培养4	2:7600;5004:30	1601;1602;1605	2:5;3:10;2:5	拍电影	1001	
100200701	7	1	培养1	2:8850;5004:30	1601;1602;1603	2:5;3:10;2:5	拍电影	1001	
100200702	7	2	培养2	2:8850;5004:30	1602;1603;1605	3:10;2:5;2:5	拍电影	1001	
100200703	7	3	培养3	2:8850;5004:30	1601;1603;1605	2:5;2:5;2:5	拍电影	1001	
100200704	7	4	培养4	2:8850;5004:30	1601;1602;1605	2:5;3:10;2:5	拍电影	1001	
100200801	8	1	培养1	2:10100;5004:30	1601;1602;1603	2:5;3:10;2:5	拍电影	1001	
100200802	8	2	培养2	2:10100;5004:30	1602;1603;1605	3:10;2:5;2:5	拍电影	1001	
100200803	8	3	培养3	2:10100;5004:30	1601;1603;1605	2:5;2:5;2:5	拍电影	1001	
100200804	8	4	培养4	2:10100;5004:30	1601;1602;1605	2:5;3:10;2:5	拍电影	1001	
100200901	9	1	培养1	2:11400;5004:30	1601;1602;1603	2:5;3:10;2:5	拍电影	1001	
100200902	9	2	培养2	2:11400;5004:30	1602;1603;1605	3:10;2:5;2:5	拍电影	1001	
100200903	9	3	培养3	2:11400;5004:30	1601;1603;1605	2:5;2:5;2:5	拍电影	1001	
100200904	9	4	培养4	2:11400;5004:30	1601;1602;1605	2:5;3:10;2:5	拍电影	1001	
100201001	10	1	培养1	2:12650;5004:30	1601;1602;1603	2:5;3:10;2:5	拍电影	1001	
100201002	10	2	培养2	2:12650;5004:30	1602;1603;1605	3:10;2:5;2:5	拍电影	1001	
100201003	10	3	培养3	2:12650;5004:30	1601;1603;1605	2:5;2:5;2:5	拍电影	1001	
100201004	10	4	培养4	2:12650;5004:30	1601;1602;1605	2:5;3:10;2:5	拍电影	1001	
100201101	11	1	培养1	2:13900;5004:45	1601;1602;1603	2:8;4:16;2:8	拍电影	1001	
100201102	11	2	培养2	2:13900;5004:45	1602;1603;1605	4:16;2:8;2:8	拍电影	1001	
100201103	11	3	培养3	2:13900;5004:45	1601;1603;1605	2:8;2:8;2:8	拍电影	1001	
100201104	11	4	培养4	2:13900;5004:45	1601;1602;1605	2:8;4:16;2:8	拍电影	1001	
100201201	12	1	培养1	2:15150;5004:45	1601;1602;1603	2:8;4:16;2:8	拍电影	1001	
100201202	12	2	培养2	2:15150;5004:45	1602;1603;1605	4:16;2:8;2:8	拍电影	1001	
100201203	12	3	培养3	2:15150;5004:45	1601;1603;1605	2:8;2:8;2:8	拍电影	1001	
100201204	12	4	培养4	2:15150;5004:45	1601;1602;1605	2:8;4:16;2:8	拍电影	1001	
100201301	13	1	培养1	2:16450;5004:45	1601;1602;1603	2:8;4:16;2:8	拍电影	1001	
100201302	13	2	培养2	2:16450;5004:45	1602;1603;1605	4:16;2:8;2:8	拍电影	1001	
100201303	13	3	培养3	2:16450;5004:45	1601;1603;1605	2:8;2:8;2:8	拍电影	1001	
100201304	13	4	培养4	2:16450;5004:45	1601;1602;1605	2:8;4:16;2:8	拍电影	1001	
100201401	14	1	培养1	2:17700;5004:45	1601;1602;1603	2:8;4:16;2:8	拍电影	1001	
100201402	14	2	培养2	2:17700;5004:45	1602;1603;1605	4:16;2:8;2:8	拍电影	1001	
100201403	14	3	培养3	2:17700;5004:45	1601;1603;1605	2:8;2:8;2:8	拍电影	1001	
100201404	14	4	培养4	2:17700;5004:45	1601;1602;1605	2:8;4:16;2:8	拍电影	1001	
100201501	15	1	培养1	2:18950;5004:45	1601;1602;1603	2:8;4:16;2:8	拍电影	1001	
100201502	15	2	培养2	2:18950;5004:45	1602;1603;1605	4:16;2:8;2:8	拍电影	1001	
100201503	15	3	培养3	2:18950;5004:45	1601;1603;1605	2:8;2:8;2:8	拍电影	1001	
100201504	15	4	培养4	2:18950;5004:45	1601;1602;1605	2:8;4:16;2:8	拍电影	1001	
100201601	16	1	培养1	2:20200;5004:60	1601;1602;1603	3:11;6:22;3:11	拍电影	1001	
100201602	16	2	培养2	2:20200;5004:60	1602;1603;1605	6:22;3:11;3:11	拍电影	1001	
100201603	16	3	培养3	2:20200;5004:60	1601;1603;1605	3:11;3:11;3:11	拍电影	1001	
100201604	16	4	培养4	2:20200;5004:60	1601;1602;1605	3:11;6:22;3:11	拍电影	1001	
100201701	17	1	培养1	2:21500;5004:60	1601;1602;1603	3:11;6:22;3:11	拍电影	1001	
100201702	17	2	培养2	2:21500;5004:60	1602;1603;1605	6:22;3:11;3:11	拍电影	1001	
100201703	17	3	培养3	2:21500;5004:60	1601;1603;1605	3:11;3:11;3:11	拍电影	1001	
100201704	17	4	培养4	2:21500;5004:60	1601;1602;1605	3:11;6:22;3:11	拍电影	1001	
100201801	18	1	培养1	2:22750;5004:60	1601;1602;1603	3:11;6:22;3:11	拍电影	1001	
100201802	18	2	培养2	2:22750;5004:60	1602;1603;1605	6:22;3:11;3:11	拍电影	1001	
100201803	18	3	培养3	2:22750;5004:60	1601;1603;1605	3:11;3:11;3:11	拍电影	1001	
100201804	18	4	培养4	2:22750;5004:60	1601;1602;1605	3:11;6:22;3:11	拍电影	1001	
100201901	19	1	培养1	2:24000;5004:60	1601;1602;1603	3:11;6:22;3:11	拍电影	1001	
100201902	19	2	培养2	2:24000;5004:60	1602;1603;1605	6:22;3:11;3:11	拍电影	1001	
100201903	19	3	培养3	2:24000;5004:60	1601;1603;1605	3:11;3:11;3:11	拍电影	1001	
100201904	19	4	培养4	2:24000;5004:60	1601;1602;1605	3:11;6:22;3:11	拍电影	1001	
100202001	20	1	培养1	2:25250;5004:60	1601;1602;1603	3:11;6:22;3:11	拍电影	1001	
100202002	20	2	培养2	2:25250;5004:60	1602;1603;1605	6:22;3:11;3:11	拍电影	1001	
100202003	20	3	培养3	2:25250;5004:60	1601;1603;1605	3:11;3:11;3:11	拍电影	1001	
100202004	20	4	培养4	2:25250;5004:60	1601;1602;1605	3:11;6:22;3:11	拍电影	1001	
100202101	21	1	培养1	2:26550;5004:80	1601;1602;1603	4:14;7:28;4:14	拍电影	1001	
100202102	21	2	培养2	2:26550;5004:80	1602;1603;1605	7:28;4:14;4:14	拍电影	1001	
100202103	21	3	培养3	2:26550;5004:80	1601;1603;1605	4:14;4:14;4:14	拍电影	1001	
100202104	21	4	培养4	2:26550;5004:80	1601;1602;1605	4:14;7:28;4:14	拍电影	1001	
100202201	22	1	培养1	2:27800;5004:80	1601;1602;1603	4:14;7:28;4:14	拍电影	1001	
100202202	22	2	培养2	2:27800;5004:80	1602;1603;1605	7:28;4:14;4:14	拍电影	1001	
100202203	22	3	培养3	2:27800;5004:80	1601;1603;1605	4:14;4:14;4:14	拍电影	1001	
100202204	22	4	培养4	2:27800;5004:80	1601;1602;1605	4:14;7:28;4:14	拍电影	1001	
100202301	23	1	培养1	2:29050;5004:80	1601;1602;1603	4:14;7:28;4:14	拍电影	1001	
100202302	23	2	培养2	2:29050;5004:80	1602;1603;1605	7:28;4:14;4:14	拍电影	1001	
100202303	23	3	培养3	2:29050;5004:80	1601;1603;1605	4:14;4:14;4:14	拍电影	1001	
100202304	23	4	培养4	2:29050;5004:80	1601;1602;1605	4:14;7:28;4:14	拍电影	1001	
100202401	24	1	培养1	2:30300;5004:80	1601;1602;1603	4:14;7:28;4:14	拍电影	1001	
100202402	24	2	培养2	2:30300;5004:80	1602;1603;1605	7:28;4:14;4:14	拍电影	1001	
100202403	24	3	培养3	2:30300;5004:80	1601;1603;1605	4:14;4:14;4:14	拍电影	1001	
100202404	24	4	培养4	2:30300;5004:80	1601;1602;1605	4:14;7:28;4:14	拍电影	1001	
100202501	25	1	培养1	2:31550;5004:80	1601;1602;1603	4:14;7:28;4:14	拍电影	1001	
100202502	25	2	培养2	2:31550;5004:80	1602;1603;1605	7:28;4:14;4:14	拍电影	1001	
100202503	25	3	培养3	2:31550;5004:80	1601;1603;1605	4:14;4:14;4:14	拍电影	1001	
100202504	25	4	培养4	2:31550;5004:80	1601;1602;1605	4:14;7:28;4:14	拍电影	1001	
100202601	26	1	培养1	2:32850;5004:100	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
100202602	26	2	培养2	2:32850;5004:100	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
100202603	26	3	培养3	2:32850;5004:100	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
100202604	26	4	培养4	2:32850;5004:100	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
100202701	27	1	培养1	2:34100;5004:100	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
100202702	27	2	培养2	2:34100;5004:100	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
100202703	27	3	培养3	2:34100;5004:100	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
100202704	27	4	培养4	2:34100;5004:100	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
100202801	28	1	培养1	2:35350;5004:100	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
100202802	28	2	培养2	2:35350;5004:100	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
100202803	28	3	培养3	2:35350;5004:100	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
100202804	28	4	培养4	2:35350;5004:100	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
100202901	29	1	培养1	2:36600;5004:100	1601;1602;1603	5:17;9:33;5:17	拍电影	1001	
100202902	29	2	培养2	2:36600;5004:100	1602;1603;1605	9:33;5:17;5:17	拍电影	1001	
100202903	29	3	培养3	2:36600;5004:100	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
100202904	29	4	培养4	2:36600;5004:100	1601;1602;1605	5:17;9:33;5:17	拍电影	1001	
